codigo_glaciar,nombre,tipo_glaciar,area_km2,region,provincia,comuna,latitud,longitud,cuenca,macrozona,altitud_media_msnm,altitud_max_msnm,altitud_min_msnm,volumen_hielo_km3,volumen_agua_km3,pendiente_grados,orientacion,anio_inventario
CL101010001@,VOLCAN PARINACOTA,GLACIAR DE MONTAÑA,1.16762498662,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.1744803305003,-69.1433999344572,ALTIPLANICAS,MACROZONA NORTE,5804.47603989,6317,5375,0.0351702574022,0.0298947187919,30.7592571574,S,2019
CL101001023@,VOLCAN POMERAPE,GLACIAR DE MONTAÑA,0.477543486817,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.1245109467846,-69.1291611785678,ALTIPLANICAS,MACROZONA NORTE,6071.46747322,6255,5664,0.0104535885106,0.00888555023401,28.4944850261,NW,2019
CL101021004@,sin_nombre,GLACIARETE,0.162167109357,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.4280225838322,-69.0956929210804,ALTIPLANICAS,MACROZONA NORTE,5840.86623832,5947,5685,0.00241415053015,0.00205202795063,27.3441086949,S,2019
CL101021007@,sin_nombre,GLACIARETE,0.0938695796118,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.4246563941066,-69.0853207374523,ALTIPLANICAS,MACROZONA NORTE,5848.44433198,5963,5709,0.00114963800548,0.000977192304658,27.5162578411,S,2019
CL101021008@,sin_nombre,GLACIARETE,0.155675697911,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.4248395730891,-69.0813864685367,ALTIPLANICAS,MACROZONA NORTE,5746.07064555,5854,5512,0.00228396011034,0.00194136609379,25.2917774589,S,2019
CL101010025@,sin_nombre,GLACIARETE,0.184501496364,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.4201353243812,-69.0897797251731,ALTIPLANICAS,MACROZONA NORTE,6024.10609944,6065,5944,0.00287611809534,0.00244470038104,17.6159123299,NE,2019
CL101021002@,sin_nombre,GLACIARETE,0.0978447719945,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.4245473848394,-69.0960974426786,ALTIPLANICAS,MACROZONA NORTE,5852.41545894,5917,5669,0.00121619837243,0.00103376861657,29.4936771894,NW,2019
CL101044024A,sin_nombre,GLACIAR DE MONTAÑA,0.306096822213,TARAPACA,TAMARUGAL,COLCHANE,-19.7571561537119,-68.6974870147486,ALTIPLANICAS,MACROZONA NORTE,5816.5883792,5973,5626,0.00571683002787,0.00485930552369,25.0688091412,S,2019
CL101021001@,sin_nombre,GLACIAR DE MONTAÑA,0.491152955196,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.4184776923361,-69.0946120758503,ALTIPLANICAS,MACROZONA NORTE,5852.44634945,6033,5563,0.0108599044792,0.00923091880732,28.1427760242,W,2019
CL101010023@,sin_nombre,GLACIARETE,0.14472455023,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.4200180235521,-69.0821204571258,ALTIPLANICAS,MACROZONA NORTE,5820.21158854,5872,5754,0.00206871487396,0.00175840764287,16.2251988314,NW,2019
CL101001033@,VOLCAN PARINACOTA,GLACIAR DE MONTAÑA,1.45802597826,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.1652177385145,-69.1494175447688,ALTIPLANICAS,MACROZONA NORTE,5943.60387794,6319,5433,0.0475416576809,0.0404104090288,34.6678071304,W,2019
CL101044018@,sin_nombre,GLACIAR ROCOSO,0.242220613951,TARAPACA,TAMARUGAL,PICA,-19.7641592811783,-68.6931872165226,ALTIPLANICAS,MACROZONA NORTE,5398.40255715,5739,5147,0.00249672421796,0.00228949610787,30.1922298675,S,2019
CL101044017@,sin_nombre,GLACIAR ROCOSO,0.165375954457,TARAPACA,TAMARUGAL,PICA,-19.7680656063898,-68.6979460325659,ALTIPLANICAS,MACROZONA NORTE,5249.44184721,5388,5148,0.00148752100811,0.00136405676444,27.9433716934,S,2019
CL101044019@,sin_nombre,GLACIAR ROCOSO,0.122774390525,TARAPACA,TAMARUGAL,PICA,-19.7710930012512,-68.6898556856338,ALTIPLANICAS,MACROZONA NORTE,5098.00152672,5267,4981,0.000992922557424,0.000910509985158,28.5837885092,SW,2019
CL101044016@,sin_nombre,GLACIAR ROCOSO,0.0781943750364,TARAPACA,TAMARUGAL,PICA,-19.7706890641143,-68.7021926959836,ALTIPLANICAS,MACROZONA NORTE,5202.39473684,5391,5094,0.000538313512523,0.000493633490984,27.3632634302,SE,2019
CL101044015@,sin_nombre,GLACIAR ROCOSO,0.0386441784987,TARAPACA,TAMARUGAL,PICA,-19.7722409654832,-68.723324973728,ALTIPLANICAS,MACROZONA NORTE,4976.21065375,5043,4924,0.000206856516218,0.000189687425372,23.8594994106,SW,2019
CL101044014@,sin_nombre,GLACIAR ROCOSO,0.0377008454012,TARAPACA,TAMARUGAL,PICA,-19.7615034779257,-68.7212160291542,ALTIPLANICAS,MACROZONA NORTE,5249.24626866,5294,5207,0.000200034330977,0.000183431481506,24.7283630075,NW,2019
CL101044013@,sin_nombre,GLACIAR ROCOSO,0.0376086840388,TARAPACA,TAMARUGAL,COLCHANE,-19.7426971779661,-68.7337491113209,ALTIPLANICAS,MACROZONA NORTE,5078.0525,5110,5030,0.000199371057643,0.000182823259859,19.3420543933,S,2019
CL101044012@,sin_nombre,GLACIAR ROCOSO,0.0184240040216,TARAPACA,TAMARUGAL,COLCHANE,-19.7442000580534,-68.7362861204741,ALTIPLANICAS,MACROZONA NORTE,4998.48969072,5027,4960,7.57045923444e-05,6.94211111798e-05,23.2410902092,S,2019
CL101044011@,sin_nombre,GLACIAR ROCOSO,0.374068456848,TARAPACA,TAMARUGAL,COLCHANE,-19.744189505,-68.7443263169866,ALTIPLANICAS,MACROZONA NORTE,5131.2726588,5443,4862,0.00450288376937,0.00412914441651,27.0647316607,SE,2019
CL101044010@,sin_nombre,GLACIAR ROCOSO,0.0166180424713,TARAPACA,TAMARUGAL,COLCHANE,-19.7524081491377,-68.7458207764196,ALTIPLANICAS,MACROZONA NORTE,5008.79329609,5087,4953,6.58147122156e-05,6.03520911017e-05,30.1332988846,SE,2019
CL101044007@,sin_nombre,GLACIAR ROCOSO,0.367108320349,TARAPACA,TAMARUGAL,PICA,-19.7537446534342,-68.7581350570574,ALTIPLANICAS,MACROZONA NORTE,5073.88971341,5341,4915,0.00438956897239,0.00402523474768,23.1382036236,S,2019
CL101044006@,sin_nombre,GLACIAR ROCOSO,0.201590291809,TARAPACA,TAMARUGAL,PICA,-19.7530045906601,-68.7731809651032,ALTIPLANICAS,MACROZONA NORTE,4952.1556384,5003,4844,0.00194608307634,0.001784558181,18.096642491,SW,2019
CL101042002@,sin_nombre,GLACIAR ROCOSO,0.123114468686,TARAPACA,TAMARUGAL,COLCHANE,-19.7224638563034,-68.8047021091508,ALTIPLANICAS,MACROZONA NORTE,5194.3597561,5335,5043,0.000996656612604,0.000913934113758,32.7207389572,SE,2019
CL101042001@,sin_nombre,GLACIAR ROCOSO,0.105010828197,TARAPACA,TAMARUGAL,COLCHANE,-19.7246810163746,-68.806430231987,ALTIPLANICAS,MACROZONA NORTE,5160.98126673,5389,5028,0.000803176072608,0.000736512458582,27.5112951761,SE,2019
CL101042003@,sin_nombre,GLACIAR ROCOSO,0.0809073433462,TARAPACA,TAMARUGAL,COLCHANE,-19.7157712412081,-68.8046337454605,ALTIPLANICAS,MACROZONA NORTE,5267.5699422,5404,5152,0.000563813858195,0.000517017307965,28.2236636652,NE,2019
CL101042004@,sin_nombre,GLACIAR ROCOSO,0.041267975769,TARAPACA,TAMARUGAL,COLCHANE,-19.7119684148407,-68.806361431879,ALTIPLANICAS,MACROZONA NORTE,5175.97085202,5339,5073,0.000226143014911,0.000207373144673,33.4822514367,N,2019
CL101000019@,sin_nombre,GLACIAR ROCOSO,0.137757669194,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.7696948320676,-69.4900280391174,ALTIPLANICAS,MACROZONA NORTE,5202.61187845,5377,5096,0.00116085033782,0.00106449975978,26.736610435,NE,2019
CL101030026@,sin_nombre,GLACIAR ROCOSO,0.197738802821,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.9246303846813,-69.141104810457,ALTIPLANICAS,MACROZONA NORTE,4909.71414914,5088,4791,0.00189580131125,0.00173844980242,27.0180679804,SE,2019
CL101041002@,sin_nombre,GLACIAR ROCOSO,0.133751690101,TARAPACA,TAMARUGAL,COLCHANE,-19.1784199833267,-69.0032796913897,ALTIPLANICAS,MACROZONA NORTE,4698.06811798,4806,4620,0.00111528081446,0.00102271250686,18.5305231632,SW,2019
CL101044002@,sin_nombre,GLACIAR ROCOSO,0.0396209230334,TARAPACA,TAMARUGAL,PICA,-19.7489893151023,-68.7964243636116,ALTIPLANICAS,MACROZONA NORTE,5360.80522565,5471,5249,0.000213983249114,0.000196222639438,31.3017519976,SE,2019
CL101044003@,sin_nombre,GLACIAR ROCOSO,0.127167168634,TARAPACA,TAMARUGAL,PICA,-19.7482921929812,-68.7926895022128,ALTIPLANICAS,MACROZONA NORTE,5202.43394834,5313,5117,0.00104143696348,0.000954997695511,25.5598959068,SE,2019
CL101044004@,sin_nombre,GLACIAR ROCOSO,0.0330435391008,TARAPACA,TAMARUGAL,COLCHANE,-19.7476891974839,-68.7874686621276,ALTIPLANICAS,MACROZONA NORTE,5103.71304348,5158,5068,0.000167261723192,0.000153379000167,24.026593634,SE,2019
CL101044009@,sin_nombre,GLACIAR ROCOSO,0.0162443156284,TARAPACA,TAMARUGAL,PICA,-19.7664829157642,-68.7626257642748,ALTIPLANICAS,MACROZONA NORTE,4787.03448276,4820,4754,6.38142892254e-05,5.85177032197e-05,32.2104651462,SW,2019
CL101044005@,sin_nombre,GLACIAR ROCOSO,0.0258736284432,TARAPACA,TAMARUGAL,COLCHANE,-19.7394567359306,-68.804158287981,ALTIPLANICAS,MACROZONA NORTE,5364.90613718,5425,5291,0.000120017207324,0.000110055779116,27.6420469628,N,2019
CL101040008@,sin_nombre,GLACIAR ROCOSO,0.0482240656156,TARAPACA,TAMARUGAL,COLCHANE,-19.1247886280334,-68.814008240737,ALTIPLANICAS,MACROZONA NORTE,4999.609375,5076,4932,0.00027937344053,0.000256185444966,27.1894046515,S,2019
CL101610024@,sin_nombre,GLACIAR ROCOSO,0.0595191372669,TARAPACA,TAMARUGAL,COLCHANE,-19.1556224573751,-69.0171489513763,COSTERAS R.CAMARONES-PAMPA DEL TAMARUGAL,MACROZONA NORTE,4879.94952681,4919,4833,0.000371710777936,0.000340858783367,22.6482242771,W,2019
CL101610023@,sin_nombre,GLACIAR ROCOSO,0.246924475598,TARAPACA,TAMARUGAL,COLCHANE,-19.1052693223288,-69.0159960360281,COSTERAS R.CAMARONES-PAMPA DEL TAMARUGAL,MACROZONA NORTE,4852.69556914,4918,4803,0.00256274649683,0.00235003853759,13.8231132416,SW,2019
CL101040006@,sin_nombre,GLACIAR ROCOSO,0.0628850469404,TARAPACA,TAMARUGAL,COLCHANE,-19.0871303716021,-69.0012003204615,ALTIPLANICAS,MACROZONA NORTE,4998.89153046,5093,4928,0.000400520655114,0.00036727744074,22.8685784737,S,2019
CL101040005@,sin_nombre,GLACIAR ROCOSO,0.0682321756055,TARAPACA,TAMARUGAL,COLCHANE,-19.0869914513805,-69.0050868486584,ALTIPLANICAS,MACROZONA NORTE,5041.94605809,5092,4999,0.000447424210819,0.000410288001321,19.3025286234,S,2019
CL101040004@,sin_nombre,GLACIAR ROCOSO,0.0283180768465,TARAPACA,TAMARUGAL,COLCHANE,-19.08573662042,-69.0081858829735,ALTIPLANICAS,MACROZONA NORTE,5114.05228758,5169,5062,0.000135658380223,0.000124398734664,27.2709271643,S,2019
CL101040003@,sin_nombre,GLACIAR ROCOSO,0.0154894046688,TARAPACA,TAMARUGAL,COLCHANE,-19.0859895883291,-69.0104529152978,ALTIPLANICAS,MACROZONA NORTE,5127.00617284,5156,5108,5.98236950062e-05,5.48583283207e-05,17.1290453157,S,2019
CL101021035@,sin_nombre,GLACIAR ROCOSO,0.0318462701782,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.692474855838,-69.262952681544,ALTIPLANICAS,MACROZONA NORTE,4717.82738095,4792,4660,0.000159091360946,0.000145886777987,29.2125118332,SE,2019
CL101021034@,sin_nombre,GLACIAR ROCOSO,0.0128195571531,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.6931990135556,-69.2648590259248,ALTIPLANICAS,MACROZONA NORTE,4736.26666667,4779,4704,4.62785563181e-05,4.24374361437e-05,28.2058965895,SE,2019
CL101021058@,sin_nombre,GLACIAR ROCOSO,0.0358058204609,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.6807044457126,-69.2611776556543,ALTIPLANICAS,MACROZONA NORTE,4671.20316623,4709,4624,0.000186513892526,0.000171033239446,24.7881380851,SE,2019
CL101300031@,sin_nombre,GLACIAR ROCOSO,0.0238731648806,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.5881509406432,-69.3736175115818,RIO SAN JOSE,MACROZONA NORTE,4839.2687747,4896,4794,0.000107601909166,9.86709507052e-05,28.5508492323,S,2019
CL101300030@,sin_nombre,GLACIAR ROCOSO,0.0459181942212,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.591479485877,-69.3810148198423,RIO SAN JOSE,MACROZONA NORTE,4671.93608247,4724,4628,0.000261402348394,0.000239705953477,29.34404044,SW,2019
CL101020007@,sin_nombre,GLACIAR ROCOSO,0.0477203964245,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.4998172455669,-69.4133940427475,ALTIPLANICAS,MACROZONA NORTE,4738.45167653,4779,4698,0.000275421282638,0.000252561316179,21.9599418894,S,2019
CL101202037@,sin_nombre,GLACIAR ROCOSO,0.0264146980462,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.262272881894,-69.4807450051926,RIO LLUTA,MACROZONA NORTE,4873.16788321,4970,4806,0.000123435664153,0.000113190504028,31.827508815,NW,2019
CL101020001@,sin_nombre,GLACIAR ROCOSO,0.0470752089193,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.1242096711361,-69.3836150806446,ALTIPLANICAS,MACROZONA NORTE,5012.04081633,5093,4923,0.000270380397323,0.000247938824345,39.7524731062,S,2019
CL101020002@,sin_nombre,GLACIAR ROCOSO,0.0348012666276,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.1260079989918,-69.3781525018987,ALTIPLANICAS,MACROZONA NORTE,4995.8815427,5128,4934,0.000179448814822,0.000164554563192,23.7375142515,W,2019
CL101001034@,sin_nombre,GLACIAR ROCOSO,0.0568470973465,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.1244602381407,-69.3638848466778,ALTIPLANICAS,MACROZONA NORTE,5002.32328308,5094,4950,0.000349249075871,0.000320261402574,26.1263867415,SE,2019
CL101001035@,sin_nombre,GLACIAR ROCOSO,0.0209032341343,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.1083398594535,-69.3715490143777,ALTIPLANICAS,MACROZONA NORTE,4864.0361991,4893,4849,8.98515988746e-05,8.2393916168e-05,15.5910279028,N,2019
CL101000007@,sin_nombre,GLACIAR ROCOSO,0.0846913496,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.7982727619661,-69.4911370895324,ALTIPLANICAS,MACROZONA NORTE,5013.45659526,5173,4871,0.000599892878266,0.00055010176937,31.0945735574,S,2019
CL101000012@,sin_nombre,GLACIAR ROCOSO,0.100915536891,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.795342036884,-69.4771023085943,ALTIPLANICAS,MACROZONA NORTE,4895.73615023,4969,4831,0.000760969348608,0.000697808892674,17.2940869177,S,2019
CL101000008@,sin_nombre,GLACIAR ROCOSO,0.0208910376559,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.7999115779427,-69.4878124323461,ALTIPLANICAS,MACROZONA NORTE,4886.70776256,4968,4834,8.97804641946e-05,8.23286856664e-05,30.3738157629,S,2019
CL101000003@,sin_nombre,GLACIAR ROCOSO,0.0695023777153,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.8451564664423,-69.4797968679247,ALTIPLANICAS,MACROZONA NORTE,5006.20736698,5126,4940,0.000458764339512,0.000420686899333,27.8865075248,SE,2019
CL101000004@,sin_nombre,GLACIAR ROCOSO,0.0309002021556,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.8459347714732,-69.4743683034656,ALTIPLANICAS,MACROZONA NORTE,4880.03703704,4924,4852,0.000152712160909,0.000140037051554,21.096707896,S,2019
CL101000005@,sin_nombre,GLACIAR ROCOSO,0.0090085810119,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.8469637386549,-69.471447123375,ALTIPLANICAS,MACROZONA NORTE,4859.72826087,4908,4833,2.86724516755e-05,2.62926381864e-05,28.8278986682,S,2019
CL101000002@,sin_nombre,GLACIAR ROCOSO,0.0704552043394,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.8511477944081,-69.4837187872832,ALTIPLANICAS,MACROZONA NORTE,5072.71505376,5213,4965,0.000467319774376,0.000428532233103,32.9984871059,SE,2019
CL101000009@,sin_nombre,GLACIAR ROCOSO,0.0122149183193,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.801282876747,-69.4849845779279,ALTIPLANICAS,MACROZONA NORTE,4804.19230769,4832,4789,4.33417667008e-05,3.97444000646e-05,25.0802253576,S,2019
CL101000010@,sin_nombre,GLACIAR ROCOSO,0.0354877955885,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.7992950798116,-69.4782475714038,ALTIPLANICAS,MACROZONA NORTE,4860.06149733,4930,4784,0.000184269452084,0.000168975087561,36.4549587015,SE,2019
CL101000011@,sin_nombre,GLACIAR ROCOSO,0.0280347200177,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.7930361750768,-69.4828374485648,ALTIPLANICAS,MACROZONA NORTE,5041.35034014,5112,4991,0.000133819648632,0.000122712617796,22.9989471403,SE,2019
CL101000014@,sin_nombre,GLACIAR ROCOSO,0.0420018088335,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.8007156933585,-69.4721756748316,ALTIPLANICAS,MACROZONA NORTE,4803.01131222,4837,4771,0.00023161718455,0.000212392958232,15.7462600119,SW,2019
CL101000015@,sin_nombre,GLACIAR ROCOSO,0.0315176231027,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.8044668959963,-69.4679190518261,ALTIPLANICAS,MACROZONA NORTE,4742.77777778,4768,4724,0.000156867564067,0.000143847556249,22.5636802307,S,2019
CL101000020@,sin_nombre,GLACIAR ROCOSO,0.818810641376,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.7695077340774,-69.5023100267429,ALTIPLANICAS,MACROZONA NORTE,4910.54483159,5290,4750,0.0130372529035,0.0119551609125,18.282266082,W,2019
CL101000021@,sin_nombre,GLACIAR ROCOSO,0.0352823580104,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.7830577386286,-69.5022090273596,ALTIPLANICAS,MACROZONA NORTE,5032.16085791,5073,4987,0.000182823398136,0.000167649056091,21.3891122143,NW,2019
CL101000022@,sin_nombre,GLACIAR ROCOSO,0.0730202026459,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.7831185894055,-69.5069842910795,ALTIPLANICAS,MACROZONA NORTE,4941.57087126,5135,4863,0.000490555678541,0.000449839557222,22.9173476829,N,2019
CL101000018@,sin_nombre,GLACIAR ROCOSO,0.0701079941968,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.7836169925131,-69.4934383779099,ALTIPLANICAS,MACROZONA NORTE,5089.67344173,5265,5007,0.000464197358664,0.000425668977895,28.6193139521,SE,2019
CL101000016@,sin_nombre,GLACIAR ROCOSO,0.0139127458455,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.7882287789008,-69.4975079926821,ALTIPLANICAS,MACROZONA NORTE,5302.61805556,5360,5246,5.17139069956e-05,4.7421652715e-05,32.4910662903,E,2019
CL101000017@,sin_nombre,GLACIAR ROCOSO,0.026733108352,ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,-17.7851312989525,-69.4963835122564,ALTIPLANICAS,MACROZONA NORTE,5176.95070423,5252,5133,0.00012545911676,0.000115046010069,30.7685232079,SE,2019
CL101001003@,sin_nombre,GLACIAR ROCOSO,0.133765755735,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.032587536685,-69.1323955266992,ALTIPLANICAS,MACROZONA NORTE,4979.51391863,5137,4868,0.00111543997385,0.00102285845602,22.4800811525,SW,2019
CL101001002@,sin_nombre,GLACIAR ROCOSO,0.0463844499593,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.0238802050214,-69.1431580977287,ALTIPLANICAS,MACROZONA NORTE,4893.98778004,5017,4841,0.000265010738341,0.000243014847059,22.3642918447,S,2019
CL101001001@,sin_nombre,GLACIAR ROCOSO,0.0274826045543,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.0259267413766,-69.1453042049667,ALTIPLANICAS,MACROZONA NORTE,4845.48442907,4873,4805,0.000130255978461,0.000119444732249,25.0617744221,SE,2019
CL101001004@,sin_nombre,GLACIAR ROCOSO,0.0325764020174,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.0346630628175,-69.1252315759061,ALTIPLANICAS,MACROZONA NORTE,4986.33623188,5029,4931,0.000164061107383,0.00015044403547,29.2684361472,S,2019
CL101001009@,sin_nombre,GLACIAR ROCOSO,0.064211261226,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.0445564785593,-69.0971142726758,ALTIPLANICAS,MACROZONA NORTE,5096.79615953,5191,5036,0.000412025892932,0.000377827743819,22.9398573308,SW,2019
CL101001008@,sin_nombre,GLACIAR ROCOSO,0.012824019899,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.0396557743628,-69.094531792819,ALTIPLANICAS,MACROZONA NORTE,5204.04411765,5261,5143,4.6300419621e-05,4.24574847925e-05,39.1910075861,NW,2019
CL101001007@,sin_nombre,GLACIAR ROCOSO,0.0116997356437,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.0402770547086,-69.0965843359232,ALTIPLANICAS,MACROZONA NORTE,5115.056,5165,5073,4.0880011454e-05,3.74869705033e-05,34.5245189819,NW,2019
CL101001019@,sin_nombre,GLACIAR ROCOSO,0.0399264657418,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.0648877289063,-69.0787265704355,ALTIPLANICAS,MACROZONA NORTE,4960.34449761,5039,4891,0.000216225599031,0.000198278874311,24.3278171104,S,2019
CL101001018@,sin_nombre,GLACIAR ROCOSO,0.0805608650074,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.0658657360297,-69.0745087378188,ALTIPLANICAS,MACROZONA NORTE,4900.69095182,4971,4840,0.000560539913565,0.000514015100739,21.5029413989,S,2019
CL101001020@,sin_nombre,GLACIAR ROCOSO,0.0554499836555,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.0837518686947,-69.0873103714965,ALTIPLANICAS,MACROZONA NORTE,5061.13869863,5102,5024,0.000337652788502,0.000309627607056,16.1345180853,W,2019
CL101001022@,sin_nombre,GLACIAR ROCOSO,0.0593536897725,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.0948419833313,-69.1297049779428,ALTIPLANICAS,MACROZONA NORTE,4947.78099839,5004,4883,0.000370309343138,0.000339573667658,16.5560819339,W,2019
CL101001021@,sin_nombre,GLACIAR ROCOSO,0.118190514703,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.0893626439717,-69.1352274661541,ALTIPLANICAS,MACROZONA NORTE,4862.50360866,4927,4817,0.00094295448627,0.00086468926391,17.4653824938,SW,2019
CL101010003@,sin_nombre,GLACIAR ROCOSO,0.0964256786801,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.3315721523674,-69.0532580075609,ALTIPLANICAS,MACROZONA NORTE,5064.72156863,5145,4980,0.000715394521668,0.00065601677637,23.8882643279,N,2019
CL101010004@,sin_nombre,GLACIAR ROCOSO,0.0549564400185,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.335679128818,-69.0579286713559,ALTIPLANICAS,MACROZONA NORTE,5007.28448276,5161,4913,0.000333581025847,0.000305893800702,25.8784942273,W,2019
CL101010005@,sin_nombre,GLACIAR ROCOSO,0.0778724067257,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.3437511738175,-69.0572454218356,ALTIPLANICAS,MACROZONA NORTE,5219.03143894,5415,5077,0.00053530789892,0.00049087734331,27.953819558,W,2019
CL101010008@,sin_nombre,GLACIAR ROCOSO,0.12457680329,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.3612906614405,-69.0727553828737,ALTIPLANICAS,MACROZONA NORTE,5099.59046177,5185,5025,0.00101275493233,0.000928696272947,17.7733451293,SW,2019
CL101010015@,sin_nombre,GLACIAR ROCOSO,0.195425726672,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.382775375939,-69.0814019739975,ALTIPLANICAS,MACROZONA NORTE,4940.04695063,5056,4888,0.00186577094418,0.00171091195581,18.59124649,SW,2019
CL101010020@,sin_nombre,GLACIAR ROCOSO,0.0961062649038,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.4059512320705,-69.0578512657543,ALTIPLANICAS,MACROZONA NORTE,5253.57775591,5509,5133,0.000712180643976,0.000653069650526,24.343712886,NW,2019
CL101021013@,sin_nombre,GLACIAR ROCOSO,0.310007579673,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.4322887736419,-69.0586646879185,ALTIPLANICAS,MACROZONA NORTE,5083.36816376,5277,5000,0.0034897019681,0.00320005670475,17.8936660036,SW,2019
CL101021014@,sin_nombre,GLACIAR ROCOSO,0.203615771089,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.4397990021389,-69.0561788391958,ALTIPLANICAS,MACROZONA NORTE,4979.94315005,5015,4941,0.00197266435989,0.00180893321802,10.3767030339,SW,2019
CL101021011@,sin_nombre,GLACIAR ROCOSO,0.177453781629,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.4390070119922,-69.0710115582316,ALTIPLANICAS,MACROZONA NORTE,5106.22501336,5290,5041,0.00163683463718,0.00150097736229,15.381333305,S,2019
CL101021012@,sin_nombre,GLACIAR ROCOSO,0.126890423305,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.4263611800634,-69.0570467557044,ALTIPLANICAS,MACROZONA NORTE,5265.4709389,5371,5195,0.00103836264173,0.000952178542466,20.0190209035,W,2019
CL101021005@,sin_nombre,GLACIAR ROCOSO,0.115419082503,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.4476793335118,-69.1086265403986,ALTIPLANICAS,MACROZONA NORTE,4844.31518152,4987,4738,0.00091307581071,0.000837290518421,25.9829885562,S,2019
CL101021022@,sin_nombre,GLACIAR ROCOSO,0.0958393723056,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.728460413072,-68.9870361460571,ALTIPLANICAS,MACROZONA NORTE,5056.13043478,5209,4967,0.000709498146138,0.000650609800009,21.7923692012,W,2019
CL101021023@,sin_nombre,GLACIAR ROCOSO,0.253881916177,ARICA Y PARINACOTA,PARINACOTA,PUTRE,-18.7333289689885,-68.9903192134165,ALTIPLANICAS,MACROZONA NORTE,5098.03864734,5445,4884,0.0026612239231,0.00244034233748,29.0796476424,NW,2019
