Id,COD_GLA,NOMBRE,CLASIFICA,AREA_KM2,REGION,PROVINCIA,COMUNA,DATUM,HUSO,NORTE,ESTE,FUENTE_DIG,FUEN_FECHA,INVE_FECHA,NOM_CUEN,COD_CUEN,COD_SCUEN,COD_SSCUEN,MZON_GLAC,LATITUD,LONGITUD,PERIMETRO,ORIENTA,HMEDIA,HMAX,HMIN,PENDIENTE,ESP_MED,F_ESP_MED,VOL_km3,EQ_AGUAKM3,WGI_1,WGI_2,WGI_3,FRENTE_TER,RESOL_IMG,ERROR,CUT_REG,CUT_PROV,CUT_COM
0,CL107103004@,Glaciar no identificado,GLACIAR DE MONTAÑA,0.398543063665,DEL MAULE,CURICO,ROMERAL,WGS 84,19 SUR,6099851,357300,WV03,24/03/2019,2019,RIO MATAQUITO,71,710,7103,MACROZONA CENTRO,"-35,2342617734946","-70,5682266968778",6.09553102922,SW,3451.10612916,3536,3395,14.9089454574,20.521756303,CHEN & OHMURA 1990,0.00817880362878,0.00695198308446,6,9,7,TIERRA,0.31,0.00188961463785,7,73,7306
0,CL107114003B,Glaciar no identificado,GLACIARETE,0.0907591889331,DEL MAULE,CURICO,MOLINA,WGS 84,19 SUR,6065406,342493,LANDSAT OLI,24/02/2019,2019,RIO MATAQUITO,71,711,7114,MACROZONA CENTRO,"-35,5424880830299","-70,7375264125189",1.91655489858,S,3086.55234657,3134,3034,21.135310399,12.1007365658,CHEN & OHMURA 1990,0.00109825303621,0.000933515080778,7,5,6,TIERRA,15.0,0.0287483228361,7,73,7304
0,CL106000087@,Glaciar no identificado,GLACIARETE,0.0979697324136,LIBERTADOR BERNARDO O HIGGINS,CACHAPOAL,MACHALI,WGS 84,19 SUR,6189693,403584,SENTINEL 2,07/03/2018,2019,RIO RAPEL,60,600,6000,MACROZONA CENTRO,"-34,4297510280111","-70,0493427193682",1.66990923399,N,4286.88645921,4354,4240,21.0542315757,12.4355407824,CHEN & OHMURA 1990,0.00121830660287,0.00103556061244,7,9,6,TIERRA,10.0,0.0166990919666,6,61,6108
0,CL106004015@,Glaciar no identificado,GLACIARETE,0.0545263414304,LIBERTADOR BERNARDO O HIGGINS,CACHAPOAL,MACHALI,WGS 84,19 SUR,6221569,392666,LANDSAT OLI,24/02/2019,2019,RIO RAPEL,60,600,6004,MACROZONA CENTRO,"-34,1412645064022","-70,1641814331897",1.76452582528,SE,4815.2969697,4887,4726,30.8610272133,10.0881917876,CHEN & OHMURA 1990,0.000550072189826,0.000467561361352,7,9,3,TIERRA,15.0,0.0264678867876,6,61,6108
0,CL106004023@,Glaciar no identificado,GLACIAR DE MONTAÑA,1.46776175348,LIBERTADOR BERNARDO O HIGGINS,CACHAPOAL,MACHALI,WGS 84,19 SUR,6218430,393054,LANDSAT OLI,24/02/2019,2019,RIO RAPEL,60,600,6004,MACROZONA CENTRO,"-34,1696088093159","-70,1603560541368",11.8144389755,SW,3901.91566469,4833,3319,28.3913181214,32.6844286349,CHEN & OHMURA 1990,0.0479729542847,0.040777011142,6,7,6,TIERRA,15.0,0.177216580671,6,61,6108
0,CL106004043@,Glaciar no identificado,GLACIAR DE MONTAÑA,1.04641457464,LIBERTADOR BERNARDO O HIGGINS,CACHAPOAL,MACHALI,WGS 84,19 SUR,6213061,401362,SENTINEL 2,25/03/2019,2019,RIO RAPEL,60,600,6004,MACROZONA CENTRO,"-34,2188344775285","-70,0708427445329",7.37215802383,SW,3658.3801091,4348,3308,27.2888313004,28.9653719313,CHEN & OHMURA 1990,0.0303097873488,0.0257633192465,6,4,7,TIERRA,10.0,0.0737215785905,6,61,6108
0,CL106004040@,Glaciar no identificado,GLACIAR DE MONTAÑA,0.386269199582,LIBERTADOR BERNARDO O HIGGINS,CACHAPOAL,MACHALI,WGS 84,19 SUR,6214941,400827,SENTINEL 2,25/03/2019,2019,RIO RAPEL,60,600,6004,MACROZONA CENTRO,"-34,2018359537393","-70,0764346214974",4.06643571251,S,4444.39803124,4747,3982,32.3582257741,20.2938580579,CHEN & OHMURA 1990,0.00783889230846,0.00666305846219,6,7,6,TIERRA,10.0,0.0406643562162,6,61,6108
0,CL105706041B,Glaciar no identificado,GLACIARETE,0.144122793938,METROPOLITANA DE SANTIAGO,CORDILLERA,SAN JOSE DE MAIPO,WGS 84,19 SUR,6329240,384633,SENTINEL 2,09/04/2019,2019,RIO MAIPO,57,570,5706,MACROZONA CENTRO,"-33,1695059717019","-70,2373122002355",1.97228137312,SE,4410.84176847,4510,4343,17.1917395832,14.2729066105,CHEN & OHMURA 1990,0.00205705117832,0.00174849350157,7,7,6,LAGO,10.0,0.0197228132904,13,132,13203
0,CL105706047@,Glaciar no identificado,GLACIAR DE MONTAÑA,0.409770994418,METROPOLITANA DE SANTIAGO,CORDILLERA,SAN JOSE DE MAIPO,WGS 84,19 SUR,6332259,385283,SENTINEL 2,09/04/2019,2020,RIO MAIPO,57,570,5706,MACROZONA CENTRO,"-33,1423509942074","-70,2299668922658",3.37127411907,SE,4674.25556236,4929,4570,20.3457047179,20.7263139971,CHEN & OHMURA 1990,0.00849304229721,0.00721908595263,6,7,6,TIERRA,10.0,0.0337127404372,13,132,13203
0,CL105706048A,OLIVARES BETA A,GLACIAR DE MONTAÑA,8.20423783229,METROPOLITANA DE SANTIAGO,CORDILLERA,SAN JOSE DE MAIPO,WGS 84,19 SUR,6332802,387881,SENTINEL 2,09/04/2019,2019,RIO MAIPO,57,570,5706,MACROZONA CENTRO,"-33,1377213158639","-70,2020510811659",23.0911928874,SE,4508.77747929,4896,3863,14.0945922497,60.4166321307,CHEN & OHMURA 1990,0.495672419026,0.421321556172,6,3,8,TIERRA,10.0,0.230911923713,13,132,13203
0,CL105706075@,Glaciar no identificado,GLACIAR DE MONTAÑA,2.28089723102,METROPOLITANA DE SANTIAGO,CORDILLERA,SAN JOSE DE MAIPO,WGS 84,19 SUR,6329928,400178,LANDSAT OLI,25/03/2018,2019,RIO MAIPO,57,570,5706,MACROZONA CENTRO,"-33,1648425728038","-70,0705431183838",14.8290291656,NW,5091.26863588,5559,4485,25.2018719922,38.2550347961,CHEN & OHMURA 1990,0.087255802939,0.0741674324981,6,2,8,TIERRA,15.0,0.222435432512,13,132,13203
0,CL105703079@,Glaciar no identificado,GLACIARETE,0.134861444951,METROPOLITANA DE SANTIAGO,CORDILLERA,SAN JOSE DE MAIPO,WGS 84,19 SUR,6268185,419130,SPOT 6,30/01/2015,2019,RIO MAIPO,57,570,5703,MACROZONA CENTRO,"-33,7232667806201","-69,8728798613972",1.7032623942,NW,5538.28518519,5643,5307,33.7976396781,13.9384604673,CHEN & OHMURA 1990,0.00187976091901,0.00159779678116,7,9,7,TIERRA,1.5,0.00255489361351,13,132,13203
0,CL105703080@,Glaciar no identificado,GLACIAR DE MONTAÑA,0.621755517444,METROPOLITANA DE SANTIAGO,CORDILLERA,SAN JOSE DE MAIPO,WGS 84,19 SUR,6267877,418282,SPOT 6,30/01/2015,2020,RIO MAIPO,57,570,5703,MACROZONA CENTRO,"-33,7259786656793","-69,8820541172268",4.52558288202,N,5293.55775666,5674,4827,32.8296031748,24.0528794304,CHEN & OHMURA 1990,0.0149550104963,0.0127117589219,6,7,7,TIERRA,1.5,0.00678837438204,13,132,13203
0,CL105702054@,Glaciar no identificado,GLACIARETE,0.0652706149354,METROPOLITANA DE SANTIAGO,CORDILLERA,SAN JOSE DE MAIPO,WGS 84,19 SUR,6261273,416468,SPOT 6,30/01/2015,2019,RIO MAIPO,57,570,5702,MACROZONA CENTRO,"-33,785391929631","-69,9022614502719",1.28218735809,SE,5771.65609137,5793,5730,17.8979906854,10.7571959693,CHEN & OHMURA 1990,0.000702128795897,0.000596809476512,7,6,3,TIERRA,1.5,0.00192328105385,13,132,13203
0,CL105702068@,Glaciar no identificado,GLACIARETE,0.146755631733,METROPOLITANA DE SANTIAGO,CORDILLERA,SAN JOSE DE MAIPO,WGS 84,19 SUR,6255780,416710,SENTINEL 2,25/03/2019,2019,RIO MAIPO,57,570,5702,MACROZONA CENTRO,"-33,8349483633376","-69,9001608524174",1.69229225874,SW,4033.77205882,4215,3833,32.47706272,14.365448685,CHEN & OHMURA 1990,0.0021082104969,0.00179197892236,7,9,6,TIERRA,10.0,0.0169229222091,13,132,13203
0,CL105706050A,OLIVARES GAMMA A,GLACIAR DE VALLE,11.2941486514,METROPOLITANA DE SANTIAGO,CORDILLERA,SAN JOSE DE MAIPO,WGS 84,19 SUR,6334894,390596,SENTINEL 2,09/04/2019,2019,RIO MAIPO,57,570,5706,MACROZONA CENTRO,"-33,1191324852798","-70,1726952595314",32.9910994467,S,4433.38470954,4996,3694,16.7170529216,67.7194713812,CHEN & OHMURA 1990,0.764833776374,0.650108709918,5,2,8,TIERRA,10.0,0.329910987093,13,132,13203
